Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
1,1724,496,0,0,0,0,0,12,82736,501,476,74,796,121,336,22,10,439,807,18,2
1,5757,1518,0,10,0.001737,0,1,29.5,53370,2976,1816,461,1922,901,560,126,63,2185,3282,48,205
1,5923,1667,0,3,0.0005065,0,1,20.4,51696,2535,1725,419,2384,708,710,27,29,2065,3218,54,249
1,5546,1582,0,10,0.0018031,0,1,30.6,41250,3521,1756,289,1694,887,703,35,71,2156,3022,129,457
1,7118,2196,0,89,0.0125035,0,1,32.9,36736,4169,2155,563,2918,1142,659,39,73,2287,3659,294,567
1,6482,1663,0,4,0.0006171,0,1,28.1,43718,3490,2085,389,3081,254,321,48,63,2715,4481,28,178
0,3281,1120,0,75,0.0228589,0,0,12.2,98582,685,745,211,1824,256,635,23,23,520,755,37,28
1,1483,458,0,644,0.4342549,0,1,20.7,48971,389,131,76,919,283,43,17,17,204,310,56,49
1,2144,995,0,131,0.0611007,0,0,9.3,78317,708,349,207,1764,59,73,8,14,226,326,29,72
1,3267,1470,0,41,0.0125497,0,1,7.8,76833,1175,597,399,2643,99,82,18,37,388,500,96,106
1,7412,2995,0,64,0.0086346,0,1,11.6,73463,2020,1497,755,5852,210,377,41,95,837,1354,86,217
1,3615,1201,0,0,0,0,1,18.4,59750,1894,921,329,2437,96,181,38,30,833,1203,46,162
1,2805,1019,0,0,0,0,0,4.9,130904,501,710,183,2034,65,374,4,20,308,327,7,27
1,6216,2490,0,66,0.0106178,0,0,5.3,98036,1113,1407,518,4539,216,680,14,46,721,932,92,90
1,6549,2486,0,418,0.0638265,0,0,4.3,92962,1196,1387,1128,5028,325,541,21,24,610,992,53,195
1,6689,2697,0,10,0.001495,0,0,5,126853,578,1284,936,5246,92,824,15,17,495,702,13,58
1,4518,1787,0,8,0.0017707,0,0,2.9,107381,228,940,720,3794,64,322,5,20,313,466,18,31
1,5533,2272,0,41,0.0074101,0,1,20.8,66190,1738,969,468,3204,174,1519,15,24,597,796,167,81
1,6085,2474,0,10,0.0016434,1,0,12.9,116029,1185,1180,1082,4657,99,802,4,19,504,690,344,56
1,4352,1684,0,15,0.0034467,0,0,5.5,107344,554,1051,546,3583,31,332,3,31,372,534,53,33
1,4615,2529,0,15,0.0032503,1,0,11.2,101500,1397,608,648,2978,182,913,20,25,497,622,266,42
1,5141,2384,0,147,0.0285937,0,0,9.7,103839,858,853,734,3594,188,761,19,16,563,864,322,20
1,5514,2174,0,221,0.0400798,0,0,6.5,103750,903,1185,881,4582,99,356,7,21,449,601,189,24
1,3437,1361,0,39,0.0113471,0,0,5.6,112011,546,794,696,3004,28,212,6,4,183,269,188,18
1,6695,2668,0,85,0.012696,1,1,11.2,48583,2533,1347,951,4382,314,460,54,65,1420,2137,115,259
1,2281,1315,0,108,0.0473477,0,1,21.4,42708,1092,235,542,1343,158,410,13,22,335,500,509,43
1,6309,2227,0,44,0.0069742,0,0,12.8,79688,1956,1362,658,4114,200,504,74,51,1366,2158,78,244
1,5353,1876,0,35,0.0065384,0,1,16,73356,1606,1165,631,3687,150,458,63,43,952,1511,50,229
1,7013,2641,0,107,0.0152574,1,0,12,89350,1907,1426,819,4811,203,797,45,55,1102,1659,269,217
1,7534,2737,0,71,0.0094239,1,1,13.1,73005,1971,1691,1107,5614,165,626,40,86,1003,1640,142,221
1,4091,1437,0,1,0.0002444,0,0,4.5,84333,1065,944,526,2912,114,451,19,32,563,818,83,133
1,3855,1487,0,16,0.0041505,0,0,5.1,90027,580,770,463,2773,108,499,6,13,456,681,28,0
1,5926,2157,0,64,0.0107999,0,0,3.3,107750,994,1254,955,4375,156,616,27,35,717,1166,98,13
1,3749,1499,0,4,0.001067,0,1,7.7,75556,883,834,549,2699,113,357,12,34,534,763,124,93
1,7367,3104,0,12,0.0016289,0,0,10.3,83346,1934,1536,1113,4756,332,1136,31,52,1060,1563,311,130
1,4767,1688,0,0,0,0,0,6.3,125722,520,1141,583,3189,84,970,10,21,493,570,9,22
