Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
1,3182,855,0,0,0,0,0,3.4,70104,997,1118,163,1996,242,288,20,15,621,1132,14,76
0,5357,1536,0,0,0,0,0,7.8,84719,1027,1818,318,3463,261,278,12,20,1323,2151,38,104
1,2266,717,0,81,0.0357458,0,1,22.9,46250,1129,623,364,1462,135,108,26,44,491,852,6,128
1,9184,3934,0,2,0.0002178,1,0,15.1,57083,3295,1754,2837,6882,577,480,43,64,1138,2255,249,368
1,5338,1394,0,10,0.0018734,0,1,16.9,53269,2487,1667,423,2780,126,132,13,33,2254,3409,61,164
1,5768,1751,0,6,0.0010402,0,0,14.1,65746,1686,1752,824,3420,423,177,35,30,1683,3169,54,133
1,5993,1717,0,7,0.001168,0,0,3.3,67963,1401,1946,354,4148,294,259,31,31,1230,2176,61,79
1,4234,1292,0,8,0.0018895,0,0,6.5,79474,814,1277,324,2995,192,302,14,21,710,1372,11,45
0,2401,674,0,7,0.0029155,0,0,5.3,78500,416,792,150,1598,156,201,4,25,417,766,0,39
1,5729,1848,0,0,0,0,0,8,88500,1538,1733,373,4166,344,417,21,33,748,1594,0,148
1,7097,1938,0,10,0.001409,0,0,7.2,85741,1920,2285,518,4719,511,631,34,60,1142,2175,6,67
1,2017,1228,0,0,0,1,1,12.8,43176,684,22,1432,1830,78,45,7,9,48,158,103,42
1,2142,1414,0,0,0,0,1,13,40526,787,7,1549,1841,145,32,6,18,100,224,138,122
1,4232,1215,0,10,0.0023629,0,0,1.9,86806,597,1489,217,2914,168,217,17,34,882,1488,42,43
1,1907,572,0,0,0,0,0,5.6,80203,528,601,125,1308,63,138,15,26,357,623,0,29
1,3726,988,0,15,0.0040258,0,0,9.8,75027,1081,1185,325,2215,29,16,4,68,1394,2107,31,91
0,4614,1875,0,3,0.0006502,0,0,12.6,62917,1464,905,1273,3377,207,215,11,36,768,1254,9,143
1,9260,2291,0,30,0.0032397,0,1,38.2,32415,5650,3569,468,4300,1037,127,33,116,3647,7133,198,413
1,7385,1861,0,75,0.0101557,0,1,30.6,41090,5759,2448,630,3654,470,97,16,69,3079,5496,67,311
0,4930,1321,0,9,0.0018256,1,1,42.5,38083,2937,1523,522,2954,269,57,4,64,1582,3231,110,292
0,5738,1379,0,6,0.0010457,0,1,36.1,44528,3369,1833,505,2557,453,45,4,55,2624,4152,68,279
0,9352,2100,0,189,0.0202096,1,1,33.3,45115,5829,3212,649,3746,796,96,24,99,4591,7121,120,499
0,5593,1670,0,304,0.0543537,1,1,26.6,34191,3170,1588,414,3418,215,86,21,79,1774,3364,125,293
1,6600,1838,0,0,0,1,1,26,42439,3857,2481,324,3626,265,122,28,80,2479,4335,184,401
0,5049,1514,0,2,0.0003961,0,1,18.7,46662,3030,1548,359,2861,188,133,24,57,1786,2632,72,201
1,4703,1285,0,119,0.025303,1,1,36.1,38534,3174,1460,291,2693,239,107,15,60,1589,2963,153,216
1,6811,1968,0,0,0,0,0,6.6,87740,1132,2246,294,4558,422,360,28,37,1406,2176,18,47
1,5394,1590,0,8,0.0014831,0,1,20.5,57292,2931,1591,386,3453,238,206,12,44,1441,2405,16,195
1,4736,1312,0,0,0,0,0,7.9,74972,1317,1496,291,2949,197,199,12,49,1330,2053,8,56
1,5687,1577,0,0,0,0,0,4.5,79596,1386,1810,343,3605,251,164,13,35,1619,2632,21,100
1,7606,2668,0,6,0.0007889,0,0,11.6,66538,2867,2210,779,5135,485,535,49,70,1332,2274,77,244
1,5486,1628,0,3,0.0005468,0,0,10.2,73650,1333,1609,438,4237,203,303,37,33,673,1614,75,145
1,6495,2305,0,1,0.000154,1,1,15,51491,3280,1771,418,4464,342,511,54,82,1042,2039,238,246
1,3263,1025,0,10,0.0030647,0,0,3.5,85986,724,951,250,2347,156,254,3,24,479,803,14,76
1,5597,1680,0,0,0,0,0,5,93182,1032,1494,492,4495,142,270,5,47,638,1337,23,48
1,4594,1710,0,23,0.0050065,0,1,21.5,48092,1617,1243,230,2703,185,429,17,47,1213,1761,35,109
1,3842,1271,0,0,0,0,0,8.9,92618,1074,934,516,3212,64,182,9,55,320,693,34,8
1,7051,2075,0,13,0.0018437,0,0,6.8,73946,1871,2299,407,4607,495,724,52,41,1132,1943,14,106
1,4108,1441,0,61,0.0148491,0,0,9.7,64906,1298,1204,282,2954,196,267,20,23,648,1272,62,123
1,5127,2416,0,0,0,0,0,4,62222,885,761,2402,4407,132,238,18,12,320,688,49,59
0,3742,1019,0,3,0.0008017,0,0,4.8,89766,878,1274,214,2141,324,675,21,40,541,857,0,76
0,6792,2279,0,42,0.0061837,0,0,7.9,75240,1344,1553,1027,5925,73,162,6,76,550,1339,65,109
1,8802,2477,0,0,0,0,0,3.3,81079,2291,3066,466,5762,677,999,46,79,1239,2321,21,91
1,8148,2319,0,5,0.0006136,0,0,4.7,97188,1263,2838,451,5550,457,762,64,84,1231,2149,43,81
1,7220,2357,0,3,0.0004155,0,0,2.6,82763,966,2010,1023,4735,414,813,48,52,1158,1847,35,34
1,5906,1783,0,3,0.000508,0,0,8.3,99818,1089,1993,530,4665,203,484,22,56,476,1062,44,79
1,8838,2082,0,1137,0.128649,0,0,7.2,92039,1090,2913,415,5516,726,1241,40,76,1239,2478,51,24
1,4214,1287,0,0,0,0,0,4.2,89476,711,1274,378,2985,179,512,22,26,490,826,15,31
1,8339,2623,0,0,0,0,0,7.3,94259,2185,2622,513,5132,450,1347,55,117,1238,1976,15,74
1,6574,1921,0,0,0,0,0,7.9,111078,1005,2192,399,4262,306,1078,18,150,760,1282,47,44
1,5011,1553,0,33,0.0065855,0,0,10.7,74872,1213,1402,375,3533,166,338,27,85,862,1506,9,96
1,3478,1021,0,0,0,0,0,6.6,78708,824,1116,134,2213,246,354,12,44,609,1065,11,70
0,7034,2105,0,20,0.0028433,0,0,4.1,119554,668,2349,605,4657,279,892,42,337,827,1341,61,50
1,5122,1722,0,0,0,0,0,6.8,101683,932,1419,575,4178,128,232,10,43,531,935,9,64
1,7683,2283,0,0,0,0,0,7.1,100164,1220,2573,481,5683,305,633,13,45,1004,1761,106,117
1,6142,1725,0,10,0.0016281,0,0,3.1,99000,743,2340,319,4771,139,497,13,56,666,1215,21,18
1,5215,1772,0,0,0,0,1,14.1,44804,2577,1528,241,3235,281,553,33,56,1057,1913,41,109
1,6705,2323,0,0,0,0,0,4.7,82540,1179,1813,1163,5536,183,416,15,30,525,1020,79,54
1,4991,1608,0,4,0.0008014,1,0,8.2,67278,1290,1373,595,3608,212,295,14,44,818,1574,160,119
1,3930,1103,0,9,0.0022901,0,0,15.5,60526,1433,1168,349,2745,82,86,4,47,966,1629,6,87
0,4976,1753,0,9,0.0018087,0,0,4.6,124375,828,1073,844,4195,127,187,7,32,428,807,24,8
1,2545,738,0,0,0,0,0,15.7,79286,474,849,156,1625,62,207,4,18,629,992,5,52
1,3620,1046,0,0,0,0,0,8.4,97273,1027,1069,315,2377,197,468,6,19,553,952,6,8
1,5946,1802,0,0,0,0,0,9.9,111034,1095,1855,358,4502,267,562,10,27,578,1071,0,112
0,5093,1718,0,0,0,0,0,8.9,61357,1771,1280,793,4019,80,112,12,49,821,1288,18,54
1,8224,3162,0,183,0.0222519,0,0,6.3,66618,1949,1769,1701,6243,348,806,22,59,746,1699,129,58
0,6816,2556,0,27,0.0039613,0,0,11.1,67727,2378,1440,1465,5700,109,247,15,80,665,1334,66,258
1,4538,1665,0,5,0.0011018,0,1,14.3,45688,1946,1258,846,3154,237,141,25,62,919,1594,68,194
1,5872,2468,0,155,0.0263965,0,1,32.6,29481,4480,1388,1515,4170,334,145,30,74,1119,1962,191,580
1,2770,941,0,1,0.000361,0,1,28.3,40528,1616,875,222,1729,253,39,2,80,667,1307,116,256
1,2890,972,0,97,0.033564,0,1,24.3,38906,1675,862,412,1883,243,35,8,46,675,1279,233,243
1,3120,996,0,34,0.0108974,0,1,28.2,31250,2283,1003,303,2071,223,38,0,47,741,1263,113,348
1,2265,690,0,5,0.0022075,0,1,29.2,63347,996,654,267,1622,67,60,5,55,456,755,38,97
1,3862,1165,0,49,0.0126877,0,1,16.1,46372,2612,1194,382,2388,129,62,25,65,1193,2065,74,203
1,3504,981,0,4,0.0011416,0,1,24.3,40450,2118,1155,250,2168,175,33,7,78,1043,1809,9,245
1,3631,1115,0,16,0.0044065,0,1,23.9,50547,1567,1128,403,2681,96,51,6,62,735,1211,36,139
1,2073,679,0,0,0,0,0,10.8,58611,732,505,273,1702,45,33,0,43,250,552,8,98
1,3713,1624,0,73,0.0196607,0,1,7.5,43523,1107,599,1791,2768,298,218,17,30,382,562,142,171
1,8526,2377,0,0,0,0,1,22.7,57516,4123,2950,931,5357,671,492,52,91,1863,3275,67,255
1,5791,1831,0,120,0.0207218,0,1,43.4,24210,4067,1880,502,3310,418,64,14,113,1872,3062,375,525
1,2847,966,0,7,0.0024587,0,1,38,33341,2214,891,350,1641,285,47,8,48,818,1355,74,221
1,2544,1340,0,0,0,0,1,25.7,28533,1573,341,1159,1947,96,43,1,32,425,647,121,164
1,4217,1880,0,1,0.0002371,1,1,42.3,25078,3164,978,1139,2774,308,57,13,85,980,1576,415,549
1,4112,2036,0,47,0.01143,1,1,28,31075,2207,757,1400,2840,347,129,14,65,717,1091,351,237
1,7743,2718,0,8,0.0010332,0,0,13.4,56875,2939,2197,1440,5327,461,339,20,142,1454,2609,164,200
1,2911,1628,0,0,0,1,1,18.2,42000,1739,287,1332,2301,170,49,3,34,354,691,415,171
1,6386,2203,0,1,0.0001566,0,1,22.5,55152,2387,1732,1403,4349,330,272,25,101,1309,2424,81,173
1,6700,2279,0,77,0.0114925,1,1,31.2,31439,5323,2168,765,3916,479,96,15,104,2090,3392,477,872
1,7014,2563,0,21,0.002994,1,1,19.8,51368,3132,1862,1172,4893,313,135,16,139,1518,2532,278,308
1,5117,1617,0,37,0.0072308,0,1,15.4,54447,2329,1564,650,3150,256,83,35,85,1508,2607,22,278
1,6580,1992,0,0,0,1,0,16.7,61159,2734,2186,756,3741,496,220,19,110,1994,3304,149,188
1,2456,845,0,9,0.0036645,0,1,13.8,47105,1482,723,432,1594,170,47,8,57,580,1133,60,137
1,6815,1651,0,6,0.0008804,0,0,12.8,65813,2829,2541,323,3325,680,390,18,128,2274,3664,22,245
1,4505,1265,0,109,0.0241953,1,1,35,31250,3184,1475,386,2355,217,51,2,124,1756,2973,199,393
1,3953,1139,0,0,0,0,1,30.6,33390,2875,1352,277,1945,162,35,11,90,1710,2819,95,390
1,3512,1431,0,0,0,1,1,35,41698,1941,770,777,2867,86,48,4,70,437,919,176,343
1,4235,1601,0,6,0.0014168,0,1,22.6,42596,2810,1046,809,3312,87,98,13,76,649,1175,143,256
1,2585,933,0,2,0.0007737,0,1,29.7,40938,1845,693,499,1963,55,26,17,48,476,829,38,234
1,5116,1937,0,47,0.0091869,1,0,18.4,66108,2099,1125,882,4351,42,58,8,66,591,1343,148,84
1,5743,1858,0,90,0.0156713,1,0,17.3,65740,2309,1788,557,3921,268,218,15,119,1202,2186,158,281
1,3015,1380,0,76,0.0252073,0,0,12.6,58482,1067,349,1248,2719,36,46,0,29,185,453,46,83
1,4933,2002,0,0,0,0,0,6.2,69375,995,1005,1327,3618,291,385,15,42,582,1269,16,66
0,3877,1512,0,78,0.0201186,0,0,10.7,80489,1104,712,927,3224,61,90,3,82,417,821,81,63
1,5409,3348,0,1,0.0001849,1,1,5.8,48764,1256,20,4462,5063,114,141,7,13,71,341,282,52
0,4340,1447,0,16,0.0036866,1,1,23.5,42475,2838,1263,450,2606,176,93,22,663,780,1566,115,224
1,905,521,0,0,0,0,1,2.2,46304,336,8,558,841,22,3,1,5,33,62,24,6
1,3832,1132,0,56,0.0146138,0,0,4.5,77500,812,1232,266,2319,213,558,8,41,693,1380,0,33
1,3895,1309,0,74,0.0189987,0,0,9.6,85000,821,1083,631,2267,390,428,9,30,771,1452,18,70
1,2707,906,0,0,0,0,1,22.4,80625,1121,911,154,1451,274,190,6,44,742,1282,53,114
1,2689,823,0,0,0,0,0,8.3,87140,622,847,222,1904,87,136,0,20,542,995,15,53
0,7023,2160,0,10,0.0014239,0,0,2.5,107761,1460,2189,348,4354,538,790,7,98,1236,2370,0,62
1,6405,1901,0,139,0.0217018,0,1,17.1,51686,2681,2017,555,4142,174,114,18,140,1817,3272,101,255
1,2109,625,0,124,0.0587956,0,1,31.4,29583,984,659,142,1195,51,51,8,54,750,1355,29,154
1,2973,926,0,0,0,0,1,35.6,33267,1778,957,211,1702,133,114,2,110,912,1898,119,279
1,2841,879,0,172,0.0605421,0,1,21.3,39075,1619,793,410,1769,167,59,2,82,762,1469,29,207
1,5669,2152,0,235,0.0414535,1,0,13.4,57753,2459,1222,1494,4076,290,345,14,135,809,1921,200,276
0,2647,867,0,28,0.010578,0,1,20.9,63409,1120,649,336,1785,115,76,1,63,607,1059,65,132
1,5701,1635,0,10,0.0017541,1,1,42.2,34524,3466,2024,380,2288,974,313,3,139,1984,3210,143,495
1,4774,1227,0,913,0.1912442,0,1,15.3,51066,2135,1135,546,2833,392,512,11,100,926,2316,92,179
0,6218,2498,0,115,0.0184947,0,0,7.5,73877,1468,1192,1155,5287,98,73,14,116,630,1188,51,155
0,4402,1681,0,38,0.0086324,0,1,15.2,42936,2249,998,726,3108,33,46,2,287,926,1331,27,116
0,1860,756,0,285,0.1532258,0,0,19.8,65227,632,465,308,1589,14,118,1,9,129,216,10,39
0,2366,1065,0,111,0.0469146,0,0,7.5,67288,246,351,531,2156,29,23,5,24,129,316,0,18
1,6479,2298,0,30,0.0046303,1,1,10.8,43760,4068,1566,1416,4762,96,106,10,69,1436,3654,140,245
1,6565,1956,0,34,0.005179,0,1,43.2,33333,4696,2168,489,3425,437,115,27,104,2457,4238,140,419
1,3939,1407,0,12,0.0030465,0,1,46.1,27974,3214,1245,276,2139,352,84,19,48,1297,2242,323,489
1,5808,1759,0,56,0.0096419,0,1,38,29185,4100,2025,356,3135,539,175,14,109,1836,3511,133,409
1,3618,1113,0,9,0.0024876,0,1,22,38640,2540,1142,501,2092,96,41,1,50,1338,2635,80,93
1,6606,2071,0,1,0.0001514,0,1,20,38647,4286,2228,646,3839,469,134,6,78,2080,3962,52,291
1,2377,1066,0,71,0.0298696,0,0,11.4,70385,622,309,685,1978,111,82,6,14,186,367,7,46
1,5232,1922,0,11,0.0021024,1,1,23.6,41023,3334,1329,758,3612,342,127,22,45,1084,1881,144,284
0,1704,747,0,2,0.0011737,0,1,16.6,52344,591,259,578,1364,14,27,1,17,281,544,41,13
0,1196,451,0,0,0,0,1,36.7,43214,511,278,145,886,52,29,0,34,195,364,46,83
1,4876,1875,0,60,0.0123052,1,1,22.3,46618,2077,1119,1154,3308,143,69,7,44,1305,2382,101,85
1,2907,1533,0,21,0.0072239,1,1,21.6,57660,1468,399,727,2226,86,120,0,31,444,693,265,127
1,4320,1674,0,31,0.0071759,0,0,14.1,66625,2017,926,763,2905,131,233,6,90,955,1697,73,80
1,4803,1935,0,21,0.0043723,1,1,24.9,54128,2199,1214,619,2548,733,164,6,32,1320,2076,120,168
1,2852,1470,0,10,0.0035063,0,1,20.4,39375,993,389,557,2247,91,59,1,33,421,717,112,94
1,3555,1717,0,269,0.0756681,1,1,13.5,42173,1527,572,832,2318,182,183,9,35,828,1123,256,141
1,2295,551,0,0,0,0,1,28.9,37917,1406,665,198,1264,83,107,0,16,825,1886,26,51
1,2850,970,0,22,0.0077193,0,1,20.4,50000,1484,674,377,1723,59,485,1,49,533,1410,67,103
1,1701,1042,0,5,0.0029394,0,1,21.2,56167,615,87,508,1510,41,49,5,11,85,206,3,39
1,1982,1222,0,7,0.0035318,0,1,18.5,51164,912,174,433,1649,59,54,8,22,190,379,200,75
1,1281,748,0,0,0,0,1,11,54125,527,111,342,1049,33,79,0,2,118,193,49,22
1,4543,1620,0,8,0.001761,0,0,11.9,63571,1575,1180,626,2971,213,320,16,64,959,1973,120,147
1,4989,1238,0,24,0.0048106,0,1,26.3,32357,3337,1754,182,2870,118,90,4,35,1872,4356,193,268
1,4617,2175,0,0,0,0,0,12.1,57450,1723,825,944,3678,123,149,10,27,630,1134,77,96
1,6489,1740,0,15,0.0023116,0,1,37.5,34701,5252,2314,426,3281,174,219,5,62,2748,5524,138,404
1,4650,1825,0,0,0,0,1,27.6,45115,2733,1167,769,3011,145,186,9,47,1252,2321,153,257
1,3911,2157,0,0,0,0,0,8.2,100183,811,184,2236,3693,32,85,1,22,78,176,44,0
1,3030,1626,0,37,0.0122112,1,0,7.9,109625,623,284,1579,2785,26,116,0,11,92,138,188,0
1,4243,2535,0,0,0,1,1,6.1,55575,1052,85,2922,4096,31,43,5,11,57,150,166,36
1,2355,1004,0,11,0.0046709,0,0,7.6,84388,596,435,839,2007,61,154,2,22,109,228,51,37
1,3494,1560,0,15,0.0042931,1,0,4.3,80984,1105,616,826,2905,93,257,7,16,216,481,196,32
1,3615,1106,0,41,0.0113416,0,1,16,50945,1370,1058,309,2543,110,221,1,43,697,1862,0,124
1,3984,1164,0,16,0.0040161,0,0,13.3,66563,1371,1186,308,2534,142,190,4,60,1054,2272,10,119
1,3477,970,0,46,0.0132298,0,1,16.7,56000,1480,1065,330,2077,103,224,9,51,1013,2165,17,59
1,4665,1305,0,26,0.0055734,0,1,33.7,43287,3008,1325,419,2651,94,478,4,61,1377,3258,89,115
1,3801,1903,0,5,0.0013154,0,0,12.7,66319,1172,490,1521,3158,104,124,1,21,393,644,88,108
1,3443,1813,0,36,0.010456,0,0,4.7,107438,379,324,1745,3202,24,73,2,9,133,269,75,17
1,3908,2062,0,0,0,1,1,11.5,54444,1360,432,1589,3409,64,180,7,18,230,633,161,57
1,3213,1358,0,0,0,0,0,16.6,58309,856,779,801,2367,48,152,9,11,626,1315,26,76
1,2327,597,0,97,0.0416846,0,1,18.4,44487,1231,724,180,1234,44,219,1,24,805,1549,0,77
1,3067,1056,0,19,0.006195,0,0,5.4,70994,906,854,394,2015,56,287,1,26,682,1294,62,37
1,3424,1501,0,0,0,1,1,30.4,34375,1596,635,564,2395,71,49,2,21,886,1589,216,138
1,3623,1880,0,0,0,0,0,19.6,87452,1439,445,1302,3095,41,90,1,12,384,824,88,78
1,5726,2275,0,224,0.0391198,0,1,7.9,50496,2443,1289,1271,4078,127,164,5,45,1307,2670,460,99
1,3831,1400,0,0,0,0,0,10.7,68258,1456,917,402,2742,69,72,3,35,910,1604,65,116
1,5401,1733,0,0,0,0,0,7.5,59118,1603,1566,423,3569,174,89,8,57,1504,2957,39,107
1,1939,1050,0,3,0.0015472,0,0,10.8,104800,299,130,949,1828,11,31,2,11,56,109,20,10
1,2026,995,0,0,0,0,0,2.5,102171,282,207,950,1910,18,42,0,3,53,114,33,0
1,1492,761,0,0,0,0,1,12.7,55222,420,211,418,1255,37,40,1,3,156,238,44,23
1,3969,1989,0,14,0.0035273,0,0,11.8,84792,1616,564,987,3435,59,101,1,27,346,753,121,137
1,2762,1260,0,0,0,1,1,29.8,36183,1854,581,707,1858,56,88,2,15,743,1214,195,88
1,2811,1022,0,11,0.0039132,0,0,8.4,71389,600,681,362,2144,45,141,1,21,459,831,9,29
1,4580,1682,0,0,0,1,1,17.3,54596,2783,1252,740,3013,106,70,11,28,1352,2345,174,178
1,5457,2572,0,5,0.0009163,0,0,11.6,86827,1600,782,2007,4837,93,163,5,14,345,798,92,125
1,1427,837,0,0,0,0,0,6.2,93917,327,81,828,1337,16,25,1,14,34,62,43,29
1,2356,1138,0,6,0.0025467,0,0,7.6,80186,675,321,877,2050,32,98,0,8,168,367,65,15
0,1505,805,0,0,0,0,0,8.3,92872,270,170,544,1322,13,25,2,15,128,236,25,46
1,3017,1483,0,1,0.0003315,0,0,4.6,115417,504,294,1392,2819,13,41,3,11,130,288,19,13
1,5014,1434,0,71,0.0141604,0,1,30.7,34732,3975,1750,421,2618,153,72,0,94,2077,4040,95,375
1,5441,1598,0,0,0,1,1,35.1,32868,3533,1817,466,2939,103,40,1,36,2322,4692,287,359
1,2293,1061,0,0,0,0,1,5.4,55132,632,302,1125,1845,161,41,0,6,240,524,30,7
1,5216,1674,0,0,0,0,1,25.6,60926,2515,1443,632,3171,119,174,3,40,1709,3210,36,126
1,5648,2306,0,15,0.0026558,0,0,7.6,86676,647,1183,1188,4805,100,176,0,30,537,1219,24,0
1,8515,2953,0,42,0.0049325,1,0,8.6,95446,1338,2537,966,6735,137,489,10,49,1095,2340,155,177
1,1804,875,0,0,0,0,0,7.8,80625,400,163,810,1559,50,46,0,6,143,282,24,0
1,6225,1649,0,0,0,0,1,18,47800,3625,2170,370,3525,111,125,2,56,2406,4941,40,266
1,1595,642,0,8,0.0050157,0,0,2.6,75375,184,333,467,1280,33,79,4,15,184,461,15,9
1,5471,1662,0,0,0,0,0,15.1,74010,1604,1663,519,3654,76,156,3,45,1537,3243,39,57
1,6810,1464,0,0,0,0,0,11.5,59395,2119,2680,188,3182,80,97,18,34,3399,6256,14,88
0,3936,1161,0,0,0,0,0,5,95743,870,1293,192,2747,70,166,0,29,924,1892,11,18
1,4244,1630,0,0,0,0,1,11.9,55435,2535,1140,268,2791,146,170,11,49,1077,1741,32,104
1,4459,1050,0,0,0,0,1,36.1,31993,2859,1406,441,2277,60,28,12,36,2046,4048,21,137
1,3035,716,0,0,0,0,1,48.4,33750,2324,1186,188,1492,42,34,7,38,1422,2852,93,227
1,8675,2460,0,14,0.0016138,0,0,7.6,95265,2045,2806,463,5598,239,358,11,116,2353,5061,50,73
1,5518,1343,0,446,0.0808264,0,1,37.4,35020,3395,1825,284,2870,292,105,1,58,2192,4651,163,293
1,3744,1107,0,180,0.0480769,0,1,38.5,35306,2711,1177,351,1888,57,41,1,43,1714,3156,272,323
0,13694,3004,0,3,0.0002191,0,1,42.2,26998,10068,5392,563,4641,74,44,13,83,8839,13341,203,897
0,10543,2814,0,5,0.0004742,1,1,42,32161,6929,3702,1016,4040,61,90,1,205,6146,8774,117,466
0,2680,1011,0,6,0.0022388,0,0,12.2,88056,725,551,491,1968,21,60,2,41,588,1177,67,27
1,2878,1445,0,0,0,0,0,4.4,135750,237,159,1273,2686,17,96,0,5,74,143,25,0
0,5880,1459,0,2,0.0003401,1,1,46.7,24229,4383,2045,433,2985,26,33,0,63,2773,5478,114,270
1,5708,1226,0,29,0.0050806,0,1,32.5,35022,4208,2161,272,2619,33,32,0,38,2986,5594,48,270
1,2804,661,0,0,0,0,1,33.2,38214,1818,936,266,1241,17,17,0,43,1486,2756,64,163
1,7522,1725,0,0,0,0,1,50,28165,7560,3272,205,3784,59,42,2,50,3585,7328,68,783
1,4821,1031,0,0,0,0,1,34.8,38650,3159,1856,281,2609,54,20,7,30,2101,4745,89,267
1,6397,1455,0,0,0,0,1,21.9,41622,3894,2335,366,3077,40,29,6,29,3216,6169,138,340
0,1838,618,0,0,0,0,1,22.4,37596,1032,628,186,1155,170,7,6,19,481,1060,79,87
1,3060,1123,0,0,0,0,1,19.8,47633,1543,974,327,1726,186,97,7,34,1010,1546,234,189
1,2027,640,0,94,0.046374,0,1,38.7,34926,1457,700,161,858,255,14,8,55,837,1370,116,174
1,3030,989,0,43,0.0141914,0,0,5.5,78105,590,943,301,1855,104,99,4,34,934,1456,15,69
1,3341,1093,0,73,0.0218497,0,1,36.9,33945,2326,1044,371,1496,509,35,2,30,1269,2134,168,341
0,3768,1220,0,0,0,0,0,13.6,70676,1307,1044,311,2619,95,101,9,29,915,1424,0,137
1,4684,1534,0,134,0.028608,0,1,28.8,40125,2565,1256,370,3223,105,65,12,74,1205,1980,49,290
1,7156,2132,0,0,0,0,0,10.7,68750,1537,2115,640,4765,229,227,21,93,1821,3082,23,158
1,5590,1701,0,8,0.0014311,0,0,19.4,71447,2264,1799,395,3554,264,255,10,86,1421,2361,72,180
1,3974,1206,0,21,0.0052843,0,1,19.6,52333,1451,1046,392,2834,83,116,9,67,865,1477,19,96
1,9277,1967,0,4753,0.5123423,1,1,59.8,19766,2646,571,42,2701,824,3853,29,50,1820,2561,234,157
1,4888,222,1,4316,0.8829787,0,0,8.3,140625,173,127,176,3230,1527,35,3,42,51,1745,31,4
1,3712,1077,0,12,0.0032328,0,0,11.7,87917,1116,874,432,3005,38,53,19,29,568,1158,5,31
0,4442,1396,0,162,0.0364701,1,1,30.6,35144,2449,1424,752,2087,690,114,29,29,1493,2470,207,300
1,6365,1468,0,48,0.0075412,0,0,14.6,63238,3066,2001,359,2657,1066,344,41,63,2194,3748,5,232
0,2043,732,0,8,0.0039158,0,1,20.1,42632,1084,550,295,1300,40,15,2,21,665,1068,21,96
0,1749,660,0,1,0.0005718,0,1,20.8,49940,613,487,249,1187,85,10,1,21,445,607,45,99
1,1958,1056,0,0,0,0,1,23.7,43551,1231,256,940,1479,7,9,0,25,438,598,46,104
0,1929,865,0,9,0.0046656,0,1,26,47321,831,283,656,1584,29,12,2,24,278,531,43,45
1,11611,3200,0,25,0.0021531,0,0,1.9,119545,967,3843,696,7742,759,1454,31,50,1575,2976,32,109
1,6404,1871,0,0,0,0,0,6.7,110352,1086,2045,396,4407,376,786,14,23,798,1484,49,34
1,4301,1194,0,6,0.001395,0,0,2.6,89701,752,1267,325,2266,377,651,10,24,973,1659,0,64
1,6649,1704,0,11,0.0016544,0,0,16.8,58175,2730,2211,354,2053,1749,623,25,52,2147,3288,27,111
1,4489,1166,0,13,0.002896,0,0,4.6,89803,482,1468,283,1532,1270,456,20,54,1157,1826,126,107
1,4512,1080,0,0,0,0,0,18.3,60357,2282,1576,211,1675,907,338,18,29,1545,2702,41,161
1,3805,971,0,17,0.0044678,0,0,14.9,60833,2578,1206,212,1674,574,115,19,25,1398,2274,10,327
1,5957,1447,0,4,0.0006715,0,1,24.3,42161,5283,2047,402,2308,832,179,50,72,2516,3954,190,470
1,8249,2125,0,19,0.0023033,0,0,14.9,89651,2798,2731,387,2881,2066,1002,59,42,2199,3420,0,247
1,5264,2261,0,7,0.0013298,0,0,6.6,69883,911,1046,1116,3875,149,104,8,31,1097,2415,72,43
0,2978,1296,0,2,0.0006716,0,1,19.3,55794,1431,493,1134,2279,30,33,1,20,615,1258,33,60
1,8421,2105,0,216,0.0256502,1,1,25,36585,5191,3132,580,4635,120,133,0,109,3424,7548,268,527
1,7176,2419,0,70,0.0097547,0,0,5.8,80093,2208,2332,692,4757,381,977,13,38,1010,1712,222,24
1,9511,2713,0,63,0.0066239,0,0,3.5,120625,838,3127,733,7791,268,431,16,72,933,1751,10,10
1,3771,1367,0,4,0.0010607,0,1,22,41379,1991,1082,256,2588,136,205,2,29,811,1332,61,126
1,11161,2937,0,0,0,1,0,4.6,86875,1311,3975,598,6710,781,1868,40,94,1668,2935,99,42
1,10378,3145,0,6,0.0005781,0,0,7.7,72393,2892,3314,576,6703,545,971,46,69,2044,3239,68,222
1,13261,3812,0,38,0.0028655,0,0,12.3,75655,3644,4551,723,7610,1076,1887,52,125,2511,4069,63,370
1,6850,2123,0,83,0.0121168,0,0,12.3,87285,1809,2057,695,5410,252,276,11,53,848,1598,78,28
1,9969,2826,0,23,0.0023072,0,0,2.4,94821,2253,3413,520,6278,864,998,44,87,1698,3008,29,99
1,4340,1766,0,0,0,0,0,15.1,82153,1353,864,233,2422,484,677,10,24,723,1141,43,48
1,6188,1728,0,10,0.001616,0,1,13.7,51849,3191,2082,280,2080,1709,422,55,28,1894,2908,56,191
0,3403,1239,0,8,0.0023509,0,0,11.6,57692,1327,878,467,2474,54,211,3,22,639,1145,80,89
