GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_EST_VC02,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC19,HC01_EST_VC20,HC01_EST_VC21,HC01_EST_VC23,HC01_EST_VC24,HC01_EST_VC25,HC01_EST_VC27,HC01_EST_VC28,HC01_EST_VC29,HC01_EST_VC31,HC01_EST_VC32,HC01_EST_VC33,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC40,HC01_EST_VC44,HC01_EST_VC45,HC01_EST_VC46,HC01_EST_VC47,HC01_EST_VC48,HC01_EST_VC49,HC01_EST_VC52
Id,Id2,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Less than high school graduate,Total; Estimate; High school graduate (includes equivalency),Total; Estimate; Some college or associate's degree,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 25 years and over,Total; Estimate; Less than 9th grade,"Total; Estimate; 9th to 12th grade, no diploma",Total; Estimate; High school graduate (includes equivalency),"Total; Estimate; Some college, no degree",Total; Estimate; Associate's degree,Total; Estimate; Bachelor's degree,Total; Estimate; Graduate or professional degree,Total; Estimate; Percent high school graduate or higher,Total; Estimate; Percent bachelor's degree or higher,Total; Estimate; Population 25 to 34 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 35 to 44 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 45 to 64 years,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; Population 65 years and over,Total; Estimate; High school graduate or higher,Total; Estimate; Bachelor's degree or higher,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Less than high school graduate,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - High school graduate (includes equivalency),Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Some college or associate's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Bachelor's degree,Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) - Graduate or professional degree,Total; Estimate; PERCENT IMPUTED - Educational attainment
1400000US06073020107,06073020107,"Census Tract 201.07, San Diego County, California",393,28.5,20.4,46.3,4.8,2418,2.9,6.3,23.7,23.8,12.7,21.9,8.7,90.8,30.6,452,87.4,36.9,489,96.1,25.2,1158,90.3,35.0,319,89.3,14.4,11.3,9.2,1.0,3.8,40929,15446,26156,45500,50313,56375,7.7
1400000US06073020108,06073020108,"Census Tract 201.08, San Diego County, California",853,23.9,41.7,30.2,4.1,2917,16.7,18.5,31.6,19.0,7.9,3.8,2.4,64.7,6.2,791,63.0,0.0,825,72.4,7.8,1033,60.0,7.7,268,64.6,13.8,22.7,11.0,12.6,13.8,25386,23173,25426,30634,54315,14934,9.4
1400000US06073020109,06073020109,"Census Tract 201.09, San Diego County, California",642,16.4,36.3,41.6,5.8,3269,22.4,11.3,19.3,17.5,9.7,17.0,2.8,66.3,19.8,865,73.8,15.6,847,74.9,31.5,1182,56.2,13.9,375,61.9,21.9,15.5,3.2,7.2,4.0,29289,21870,32946,34792,55673,40391,10.4
1400000US06073020202,06073020202,"Census Tract 202.02, San Diego County, California",742,32.6,44.7,20.9,1.8,3562,38.6,15.9,21.1,14.2,3.8,6.1,0.3,45.5,6.3,1187,51.1,10.0,1015,39.3,3.2,909,52.0,7.7,451,31.3,1.1,24.7,15.7,20.5,5.3,20636,18816,24783,27344,17202,-,3.9
1400000US06073020206,06073020206,"Census Tract 202.06, San Diego County, California",591,43.1,36.5,20.3,0.0,2870,29.9,15.8,24.9,18.1,3.6,6.1,1.6,54.3,7.7,948,62.9,7.3,821,55.9,7.8,778,48.2,8.9,323,39.9,6.2,19.1,11.6,4.5,3.2,22042,18958,21998,24539,43831,75833,13.3
1400000US06073020207,06073020207,"Census Tract 202.07, San Diego County, California",576,15.5,62.3,18.9,3.3,2782,16.1,23.5,24.8,18.1,4.7,10.2,2.6,60.4,12.8,1006,59.1,8.3,740,49.9,16.2,775,69.8,12.9,261,67.0,19.5,24.0,16.5,14.8,7.6,23000,20548,21400,29221,31842,33145,6.6
1400000US06073020208,06073020208,"Census Tract 202.08, San Diego County, California",271,9.2,30.6,30.3,29.9,1618,25.8,9.6,26.4,14.6,10.6,9.2,3.8,64.6,13.0,550,74.2,23.1,318,26.4,3.1,588,67.2,9.4,162,97.5,11.1,21.1,4.7,8.3,0.0,21121,17789,21709,52696,37019,-,18.5
1400000US06073020209,06073020209,"Census Tract 202.09, San Diego County, California",337,31.5,24.6,43.9,0.0,2751,18.5,11.1,28.9,19.4,7.7,6.9,7.6,70.4,14.4,673,78.9,14.7,591,58.7,19.8,589,71.1,7.0,898,71.3,15.6,36.7,10.3,11.1,2.3,26569,8496,21838,31889,38958,53472,10.1
1400000US06073020210,06073020210,"Census Tract 202.10, San Diego County, California",340,19.4,50.0,28.2,2.4,2943,8.7,12.4,35.6,15.4,12.4,11.0,4.6,78.9,15.5,866,82.2,21.8,548,83.2,23.4,1114,69.9,7.1,415,90.6,14.7,0.0,12.7,2.0,7.0,26933,18140,26120,33634,55074,73750,6.7
1400000US06073020211,06073020211,"Census Tract 202.11, San Diego County, California",793,21.6,45.3,29.6,3.5,3837,20.9,12.3,28.6,16.2,6.6,12.5,2.8,66.8,15.4,1178,59.8,12.3,968,69.6,16.1,1114,63.7,19.6,577,82.1,12.1,20.1,19.6,6.4,8.6,31944,22346,29611,39803,46325,61000,8.9
1400000US06073020213,06073020213,"Census Tract 202.13, San Diego County, California",403,26.6,43.9,29.5,0.0,1851,35.2,25.1,24.7,10.2,0.9,2.2,1.8,39.8,3.9,798,38.3,0.0,468,24.4,3.0,436,45.0,7.6,149,80.5,17.4,35.2,6.8,8.3,82.2,19366,16800,27783,27614,-,-,10.5
1400000US06073020214,06073020214,"Census Tract 202.14, San Diego County, California",826,57.1,22.8,20.1,0.0,2617,25.6,26.7,20.4,13.6,4.9,8.0,0.7,47.6,8.8,900,40.7,6.3,539,44.9,5.6,823,60.6,11.2,355,39.4,14.1,29.4,21.6,33.4,0.0,19481,18844,20469,28246,18829,-,7.4
1400000US06073020304,06073020304,"Census Tract 203.04, San Diego County, California",467,11.1,25.9,54.6,8.4,4117,3.7,4.1,12.9,30.4,12.7,22.1,14.2,92.2,36.2,418,90.9,33.0,847,96.9,42.3,1707,92.0,36.8,1145,89.5,32.0,30.9,12.8,3.3,1.9,44650,20333,37411,41495,51066,54554,3.1
1400000US06073020305,06073020305,"Census Tract 203.05, San Diego County, California",639,21.4,49.3,29.3,0.0,4295,5.3,7.8,29.7,28.9,6.3,14.4,7.7,86.9,22.1,750,80.0,6.8,1124,92.8,26.8,1587,85.8,27.7,834,87.4,19.1,42.8,13.4,2.7,6.9,40155,21750,38444,40667,60071,57582,11.9
1400000US06073020306,06073020306,"Census Tract 203.06, San Diego County, California",919,7.7,21.9,61.5,8.9,5040,4.6,3.7,16.9,27.3,13.2,24.7,9.6,91.7,34.2,1376,90.4,29.0,958,94.4,49.7,1642,93.1,34.7,1064,88.7,26.3,13.4,15.6,11.1,2.2,44878,23490,41379,40181,55043,60000,2.5
1400000US06073020307,06073020307,"Census Tract 203.07, San Diego County, California",558,25.4,18.3,56.3,0.0,4899,7.3,5.4,31.1,22.2,11.4,16.2,6.4,87.3,22.6,986,84.9,15.6,1073,83.3,25.1,1854,91.3,30.2,986,86.4,12.8,1.3,0.9,6.4,1.0,34713,20016,34272,36143,51875,70982,11.8
1400000US06073020308,06073020308,"Census Tract 203.08, San Diego County, California",497,19.3,33.6,42.9,4.2,3803,9.0,13.1,26.7,24.8,8.2,13.9,4.4,77.9,18.2,498,96.4,12.7,1049,70.4,4.7,873,74.3,19.1,1383,79.2,30.0,27.4,8.3,4.5,4.3,31615,20369,24126,39199,50179,43081,8.1
1400000US06073020309,06073020309,"Census Tract 203.09, San Diego County, California",439,6.4,67.2,18.9,7.5,2141,13.4,10.0,25.7,25.2,7.1,15.6,3.1,76.6,18.6,576,68.4,28.6,591,68.4,15.2,711,92.4,17.6,263,70.3,7.2,2.8,5.3,6.1,7.0,28655,22254,22062,32536,49750,74444,5.5
1400000US06073020401,06073020401,"Census Tract 204.01, San Diego County, California",64,0.0,29.7,48.4,21.9,1888,0.0,3.8,20.6,21.9,4.4,24.8,24.4,96.2,49.3,158,100.0,6.3,317,90.2,45.4,882,96.8,56.9,531,97.7,51.6,23.9,6.4,5.2,1.8,51286,40565,32609,36277,92938,97500,9.5
1400000US06073020403,06073020403,"Census Tract 204.03, San Diego County, California",242,37.6,47.9,7.9,6.6,2489,10.2,5.7,24.3,22.6,9.2,20.4,7.6,84.1,28.0,491,82.5,34.0,542,66.6,13.8,974,90.3,31.8,482,92.7,30.3,41.2,2.1,8.7,0.0,32125,24432,28651,29625,37182,81293,11.8
1400000US06073020404,06073020404,"Census Tract 204.04, San Diego County, California",777,15.4,40.9,37.2,6.4,3326,7.9,10.1,12.1,22.9,12.9,22.9,11.2,82.0,34.0,644,84.3,25.3,775,58.6,16.1,1390,87.8,40.3,517,98.5,54.9,46.4,7.2,11.2,9.4,40288,19199,37633,42991,80069,90469,5.7
1400000US06073020405,06073020405,"Census Tract 204.05, San Diego County, California",200,3.0,39.0,53.5,4.5,2596,0.5,2.5,12.9,19.5,10.0,29.1,25.5,96.9,54.5,285,100.0,61.1,336,90.2,43.2,1206,99.3,58.5,769,94.9,51.0,17.5,3.0,14.4,5.5,62019,31917,37917,51818,68304,90302,4.9
1400000US06073020500,06073020500,"Census Tract 205, San Diego County, California",503,29.8,38.4,31.8,0.0,2936,27.7,11.3,17.7,19.8,9.7,9.8,3.9,61.0,13.7,552,58.7,5.8,848,53.8,13.0,645,46.4,8.4,891,79.8,23.1,19.1,17.6,6.2,4.4,26786,21440,30081,36333,31250,64464,7.1
1400000US06073020601,06073020601,"Census Tract 206.01, San Diego County, California",582,16.7,38.1,40.0,5.2,2532,30.5,18.5,19.3,13.0,5.8,7.9,5.1,51.0,13.0,696,54.7,3.9,709,46.0,20.0,785,52.4,12.7,342,50.9,17.5,22.3,35.0,17.9,1.8,22319,20150,22023,21563,41591,49375,5.7
1400000US06073020602,06073020602,"Census Tract 206.02, San Diego County, California",1294,48.2,32.6,14.5,4.7,4488,14.0,8.1,31.7,20.3,7.9,13.5,4.5,77.9,18.0,1351,82.8,21.0,1263,80.5,10.3,1514,71.3,19.8,360,78.1,25.8,43.4,24.3,24.5,11.5,32775,18581,27159,36484,42833,67702,7.2
1400000US06073020705,06073020705,"Census Tract 207.05, San Diego County, California",533,10.3,29.6,54.2,5.8,4096,10.7,3.8,25.5,27.1,7.7,21.7,3.4,85.4,25.1,475,80.0,32.2,556,79.7,17.3,1332,93.2,27.0,1733,82.7,24.2,11.1,2.8,11.8,1.0,36250,17083,25822,37500,52571,54063,37.0
1400000US06073020706,06073020706,"Census Tract 207.06, San Diego County, California",453,19.6,41.1,32.0,7.3,4165,1.6,1.6,12.2,24.8,14.8,30.6,14.5,96.8,45.1,460,96.7,28.7,764,95.5,37.0,2071,97.6,53.2,870,96.1,41.4,25.8,12.6,4.9,2.7,56434,28810,42903,35000,72917,100859,4.9
1400000US06073020707,06073020707,"Census Tract 207.07, San Diego County, California",367,9.5,44.4,46.0,0.0,2474,10.0,8.6,29.3,27.2,6.0,13.1,5.8,81.4,18.8,764,77.2,12.2,522,80.1,22.8,872,80.6,21.7,316,95.9,20.6,41.7,22.6,13.9,8.8,28780,21691,26064,32586,51370,47614,5.5
1400000US06073020708,06073020708,"Census Tract 207.08, San Diego County, California",310,24.5,19.4,33.2,22.9,1959,4.2,1.4,16.7,28.3,8.8,28.7,11.8,94.4,40.5,314,100.0,40.1,433,96.3,37.6,866,93.6,44.1,346,88.7,35.5,12.7,17.1,13.3,1.1,45444,31406,23958,43597,71818,107604,7.0
1400000US06073020709,06073020709,"Census Tract 207.09, San Diego County, California",706,9.3,31.6,52.1,6.9,4976,4.7,5.4,18.6,25.6,10.9,24.7,10.1,89.9,34.8,705,90.9,32.6,1311,92.4,39.0,2342,88.5,33.6,618,88.2,32.7,14.5,7.2,4.0,1.3,49375,17069,37063,44055,71724,73625,2.6
1400000US06073020710,06073020710,"Census Tract 207.10, San Diego County, California",152,0.0,46.1,30.9,23.0,1132,0.1,4.9,10.3,15.5,10.1,40.0,19.1,95.1,59.1,65,95.4,55.4,179,90.5,33.0,607,95.4,69.9,281,97.2,53.4,25.0,12.8,2.4,4.6,50357,14412,40845,46250,42045,104688,1.4
1400000US06073020801,06073020801,"Census Tract 208.01, San Diego County, California",505,7.1,38.6,48.3,5.9,3263,1.5,4.4,20.4,31.0,9.1,22.2,11.2,94.0,33.4,190,84.7,33.7,365,100.0,42.5,2070,96.2,32.7,638,86.2,30.6,7.2,5.1,5.4,2.3,64911,20833,50455,70887,68647,75298,3.7
1400000US06073020805,06073020805,"Census Tract 208.05, San Diego County, California",286,33.6,29.7,36.7,0.0,2404,8.8,11.7,30.3,25.8,10.2,11.0,2.2,79.5,13.1,497,77.3,11.5,576,84.5,24.5,903,82.2,10.6,428,69.9,5.1,8.7,14.1,5.0,10.1,37672,20494,34886,43247,39819,-,2.4
1400000US06073020806,06073020806,"Census Tract 208.06, San Diego County, California",669,26.3,39.0,34.7,0.0,3509,13.2,19.4,26.8,24.5,6.1,7.2,2.8,67.5,10.1,590,61.4,0.5,889,65.4,12.8,1294,77.5,11.1,736,57.3,12.8,14.3,16.1,2.0,5.6,31250,19033,30848,44145,58108,81452,4.6
1400000US06073020807,06073020807,"Census Tract 208.07, San Diego County, California",270,14.4,28.5,41.1,15.9,1651,5.1,7.4,33.9,26.0,5.6,13.6,8.4,87.5,22.0,169,69.2,19.5,245,100.0,19.2,838,92.0,20.8,399,78.2,27.3,20.9,9.6,7.5,5.2,38286,22039,49432,58281,24653,36719,8.6
1400000US06073020809,06073020809,"Census Tract 208.09, San Diego County, California",501,16.4,15.4,61.1,7.2,4932,12.0,8.6,30.2,23.7,6.7,15.5,3.3,79.4,18.8,793,72.9,17.9,963,75.8,16.0,2558,83.9,19.0,618,74.6,23.0,8.6,3.0,3.3,15.1,30218,15293,35357,39605,19921,41726,7.2
1400000US06073020810,06073020810,"Census Tract 208.10, San Diego County, California",365,18.9,30.4,50.7,0.0,3587,0.6,2.0,20.9,35.9,12.6,18.3,9.6,97.4,27.9,301,90.7,16.9,903,97.8,18.2,1913,99.3,30.2,470,93.0,44.3,0.0,0.9,0.9,1.7,60801,7235,48239,59393,77179,63158,0.6
1400000US06073020811,06073020811,"Census Tract 208.11, San Diego County, California",504,30.8,26.6,37.3,5.4,3788,2.1,3.7,20.1,31.5,7.2,23.0,12.4,94.2,35.4,417,100.0,39.1,768,91.0,27.3,1884,97.0,37.2,719,86.9,37.0,0.0,9.2,5.0,1.7,46702,29250,40776,47321,61806,77778,1.2
1400000US06073020902,06073020902,"Census Tract 209.02, San Diego County, California",59,0.0,64.4,0.0,35.6,1107,3.1,0.9,27.5,19.8,19.0,13.3,16.5,96.0,29.8,58,100.0,0.0,126,100.0,19.0,587,94.2,35.4,336,97.0,29.2,77.3,14.5,2.3,23.3,40400,-,42500,35179,-,67550,7.9
1400000US06073020903,06073020903,"Census Tract 209.03, San Diego County, California",86,33.7,31.4,34.9,0.0,1966,1.6,8.0,27.2,31.8,10.1,11.9,9.4,90.4,21.3,96,89.6,5.2,262,77.1,8.0,913,94.1,25.4,695,90.6,23.0,9.5,6.7,17.0,2.9,32905,22283,31356,33000,36125,72045,1.9
1400000US06073020904,06073020904,"Census Tract 209.04, San Diego County, California",66,13.6,42.4,24.2,19.7,2092,1.6,7.3,16.4,27.4,8.7,24.8,13.9,91.1,38.6,98,81.6,44.9,282,94.0,40.4,1111,88.4,34.4,601,96.3,44.6,0.5,4.4,13.0,7.9,34245,21250,34417,35962,30469,62204,4.6
1400000US06073021000,06073021000,"Census Tract 210, San Diego County, California",251,41.0,15.9,43.0,0.0,2442,11.6,7.5,20.4,24.9,10.5,19.4,5.7,80.9,25.1,43,25.6,0.0,250,71.2,7.2,1064,85.9,28.1,1085,80.4,27.2,6.9,7.0,17.6,10.3,27113,23450,30515,24258,30417,118125,6.7
1400000US06073021100,06073021100,"Census Tract 211, San Diego County, California",684,17.8,50.6,31.6,0.0,4755,10.0,12.5,24.0,31.6,9.5,7.6,4.9,77.5,12.5,795,77.2,9.3,806,68.1,9.1,2286,85.1,11.5,868,66.5,21.0,32.0,21.1,8.6,7.3,31828,21033,26957,42009,51394,23621,2.2
1400000US06073021202,06073021202,"Census Tract 212.02, San Diego County, California",332,19.9,42.8,34.9,2.4,1930,6.5,11.0,30.1,32.0,6.6,6.7,7.0,82.4,13.7,122,79.5,23.8,399,66.4,5.3,1265,87.7,15.3,144,83.3,15.3,28.6,14.8,3.2,0.0,39329,21964,39896,40875,49620,72045,4.3
1400000US06073021204,06073021204,"Census Tract 212.04, San Diego County, California",327,9.2,45.3,45.6,0.0,3293,0.9,8.7,19.0,29.6,10.0,19.4,12.5,90.5,31.9,283,100.0,17.0,536,96.5,34.7,1891,88.7,32.5,583,86.1,34.8,3.8,4.6,3.5,1.8,56372,33125,50357,42796,82212,91375,2.0
1400000US06073021205,06073021205,"Census Tract 212.05, San Diego County, California",615,14.0,62.0,19.8,4.2,4057,1.3,9.3,32.5,26.3,11.9,13.1,5.6,89.4,18.7,1017,96.9,18.9,778,91.9,20.2,1497,84.4,20.6,765,86.8,13.3,13.5,11.0,10.4,0.0,43832,38438,31996,41905,64266,98571,2.2
1400000US06073021206,06073021206,"Census Tract 212.06, San Diego County, California",390,5.9,39.0,55.1,0.0,2097,0.0,2.2,23.8,26.5,6.2,21.7,19.6,97.8,41.3,228,100.0,24.1,317,100.0,57.1,1089,97.8,38.6,463,95.2,45.6,8.7,0.6,10.1,9.3,51117,-,50795,41507,69038,75515,4.9
1400000US06073021302,06073021302,"Census Tract 213.02, San Diego County, California",764,41.4,40.8,15.4,2.4,4296,5.4,13.5,25.4,29.4,8.9,12.6,4.8,81.1,17.4,839,73.1,8.2,863,78.7,21.8,2075,88.0,22.8,519,70.3,3.3,37.5,14.1,5.9,4.7,38687,12308,38721,38232,58828,83194,9.8
1400000US06073021303,06073021303,"Census Tract 213.03, San Diego County, California",605,4.0,36.5,53.9,5.6,5033,4.3,2.6,16.2,23.2,14.2,22.6,16.9,93.0,39.5,569,93.8,21.6,1134,95.9,43.7,2462,94.0,43.5,868,85.9,34.3,15.7,3.9,4.9,2.0,56982,32109,30679,59107,58452,77667,2.0
1400000US06073021304,06073021304,"Census Tract 213.04, San Diego County, California",197,0.0,22.8,61.9,15.2,1524,1.8,6.3,13.4,31.1,8.8,23.3,15.3,91.9,38.6,192,100.0,35.9,380,76.3,23.7,715,98.7,49.4,237,89.5,32.1,0.0,0.0,8.7,0.0,54558,12212,28864,53839,62989,71750,6.2
1400000US06073021400,06073021400,"Census Tract 214, San Diego County, California",1162,3.9,29.8,46.9,19.4,4142,3.8,3.3,18.5,28.5,9.7,21.9,14.3,92.9,36.2,1511,97.7,37.5,828,88.9,40.3,1254,95.6,36.8,549,79.2,25.0,19.0,10.5,8.8,1.5,40188,16964,36250,36095,45505,69727,4.1
1400000US06073021500,06073021500,"Census Tract 215, San Diego County, California",414,24.6,25.4,42.0,8.0,4992,1.9,3.3,4.4,11.1,5.1,37.9,36.3,94.8,74.2,556,96.8,68.3,1489,98.8,80.6,2430,97.7,78.0,517,67.7,44.1,16.3,0.0,0.0,1.2,82186,24236,43056,50156,80172,113167,2.6
1400000US06073021600,06073021600,"Census Tract 216, San Diego County, California",676,1.3,43.5,52.2,3.0,2668,8.0,0.4,21.4,21.5,5.4,36.1,7.2,91.6,43.3,862,100.0,30.6,782,86.1,41.3,581,82.1,62.0,443,97.5,47.0,0.0,2.2,9.8,11.6,37783,46719,39057,27327,32222,195313,32.5
1400000US06073021800,06073021800,"Census Tract 218, San Diego County, California",51,21.6,0.0,47.1,31.4,1378,0.2,2.2,14.2,23.5,4.9,32.9,22.1,97.6,55.0,178,100.0,59.6,182,100.0,68.1,570,96.7,51.6,448,96.9,52.2,0.0,5.1,5.6,3.0,55735,-,69543,28264,44081,109028,1.7
1400000US06073021900,06073021900,"Census Tract 219, San Diego County, California",1551,9.2,54.9,32.8,3.1,2344,12.8,16.7,22.7,20.1,9.6,15.6,2.3,70.5,18.0,946,86.0,19.3,735,84.2,22.6,505,38.0,11.1,158,17.1,10.1,37.7,10.3,0.0,14.8,44278,17500,47981,53095,46369,74250,10.1
1400000US06073022000,06073022000,"Census Tract 220, San Diego County, California",517,21.1,44.9,31.1,2.9,2715,29.8,9.2,21.1,17.0,6.7,14.1,2.1,60.9,16.1,423,71.9,2.4,852,70.4,14.8,763,59.2,26.0,677,44.0,15.4,31.4,9.1,17.3,4.1,24362,20472,24643,23839,41438,55694,6.4
1400000US06073022100,06073022100,"Census Tract 221, San Diego County, California",625,9.4,9.3,69.6,11.7,5479,2.7,3.0,11.9,20.7,7.1,32.3,22.4,94.4,54.6,513,92.4,43.7,1769,88.0,51.6,2232,99.4,63.7,965,95.4,45.1,23.3,8.4,8.3,3.2,62023,20747,36750,37054,81619,98162,3.6
1400000US06073990100,06073990100,"Census Tract 9901, San Diego County, California",0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
1400000US06075010100,06075010100,"Census Tract 101, San Francisco County, California",491,0.0,10.2,26.9,62.9,2889,11.1,5.6,8.6,15.9,3.2,37.0,18.6,83.3,55.6,1096,96.1,83.2,424,89.9,51.9,679,81.3,47.7,690,60.9,21.6,32.9,54.8,0.0,4.9,52386,37778,25417,41324,58586,86105,6.7
1400000US06075010200,06075010200,"Census Tract 102, San Francisco County, California",130,13.8,0.0,13.8,72.3,3754,0.7,1.4,6.2,10.8,3.0,42.8,35.1,97.9,78.0,896,100.0,95.4,1001,98.8,91.2,1070,97.5,66.7,787,94.9,56.5,0.0,4.3,3.3,5.5,71076,20813,32714,32472,69271,100682,4.5
1400000US06075010300,06075010300,"Census Tract 103, San Francisco County, California",601,0.0,4.7,20.8,74.5,3335,11.3,5.0,10.6,9.9,4.0,34.5,24.8,83.7,59.3,1051,100.0,80.4,579,91.4,63.0,1007,74.4,52.5,698,66.3,34.1,48.1,38.8,3.9,14.6,55506,12455,4500,55329,48664,120034,8.2
1400000US06075010400,06075010400,"Census Tract 104, San Francisco County, California",125,0.0,10.4,20.8,68.8,3803,4.5,5.9,6.9,10.7,2.4,41.3,28.3,89.6,69.6,1143,97.6,91.1,758,96.4,81.7,1207,89.3,57.2,695,69.8,42.3,14.5,10.2,2.4,4.3,54601,20768,52571,44509,53344,84632,5.2
1400000US06075010500,06075010500,"Census Tract 105, San Francisco County, California",208,0.0,44.2,16.3,39.4,2165,0.0,1.0,7.7,7.5,2.0,37.3,44.5,99.0,81.8,469,100.0,90.6,220,95.5,90.0,949,98.7,78.5,527,100.0,76.5,0.0,16.3,0.0,0.8,102444,-,90714,60417,98594,115673,5.8
1400000US06075010600,06075010600,"Census Tract 106, San Francisco County, California",306,14.7,10.5,41.5,33.3,3263,18.3,13.6,20.6,9.9,3.6,25.4,8.6,68.1,34.0,1099,85.3,58.3,524,60.5,32.1,1038,65.7,27.1,602,47.5,3.3,51.2,13.8,18.2,8.3,31250,8891,25467,31136,53125,64844,3.5
1400000US06075010700,06075010700,"Census Tract 107, San Francisco County, California",533,13.5,32.8,47.3,6.4,4519,40.6,10.4,14.7,8.4,3.5,16.2,6.2,48.9,22.4,668,87.0,58.4,714,74.9,43.3,1603,48.0,14.4,1534,21.3,5.2,29.5,28.7,18.8,10.3,21885,13686,15469,31300,42156,42381,11.5
1400000US06075010800,06075010800,"Census Tract 108, San Francisco County, California",194,0.0,5.2,22.7,72.2,4054,22.9,3.8,7.3,7.6,1.8,37.9,18.7,73.3,56.6,1344,86.9,77.4,527,90.1,68.3,1217,69.8,45.5,966,49.5,35.3,16.0,0.0,36.5,5.0,51917,12981,22149,44028,60523,78167,5.8
1400000US06075010900,06075010900,"Census Tract 109, San Francisco County, California",406,4.7,4.9,18.5,71.9,3682,6.0,2.9,10.1,8.4,3.7,40.7,28.1,91.1,68.8,1438,100.0,87.8,646,100.0,82.7,898,83.0,56.7,700,74.9,32.9,40.1,8.0,0.0,6.7,70238,12292,31033,56806,75288,111700,2.5
1400000US06075011000,06075011000,"Census Tract 110, San Francisco County, California",854,11.1,8.7,36.1,44.1,4334,16.3,9.3,18.9,10.3,3.9,29.9,11.4,74.4,41.3,1192,98.3,69.8,801,92.9,51.3,1571,61.9,25.9,770,43.9,18.3,29.9,15.4,8.4,5.2,39243,18321,31069,31975,62798,69279,4.4
1400000US06075011100,06075011100,"Census Tract 111, San Francisco County, California",506,0.0,15.8,35.6,48.6,4051,6.0,8.2,15.6,13.5,5.2,36.7,14.8,85.9,51.5,1172,98.2,84.3,785,97.1,61.4,1163,78.5,32.6,931,70.0,25.7,12.5,14.5,14.1,7.8,49129,20775,18239,45257,60106,63892,11.4
1400000US06075011200,06075011200,"Census Tract 112, San Francisco County, California",239,0.0,10.0,0.0,90.0,2839,9.3,4.5,6.2,19.1,4.7,36.8,19.4,86.3,56.2,858,97.1,77.2,414,100.0,75.8,847,73.8,40.3,720,80.1,38.8,28.5,46.3,29.3,4.7,60600,13293,11629,34583,70208,116161,3.7
1400000US06075011300,06075011300,"Census Tract 113, San Francisco County, California",293,15.0,22.9,58.7,3.4,2881,43.3,12.4,14.0,10.7,3.8,13.5,2.4,44.4,15.9,448,82.6,36.2,345,75.7,23.8,945,42.2,7.8,1143,21.7,12.2,32.7,13.4,22.4,10.5,20235,16364,19125,20064,30571,121136,16.2
1400000US06075011700,06075011700,"Census Tract 117, San Francisco County, California",116,12.1,29.3,43.1,15.5,1223,16.1,5.7,19.1,15.9,9.3,27.1,6.8,78.2,33.9,237,100.0,52.7,133,59.4,42.9,616,76.3,29.9,237,71.7,20.3,44.9,24.0,13.3,26.1,32053,16364,30625,32143,44615,52865,8.2
